llave_persona,P203,P207,Edad,Ocupado,Informal,Billetera,CreditoFormal_2024,FACTOR07,P301A,CreditoFormal_2025
15817-101-11-1,1,2,49.0,1,1.0,0,1,428.027221679688,4.0,0
15817-101-11-2,3,1,20.0,1,1.0,0,0,428.027221679688,5.0,0
15817-101-11-3,3,2,18.0,0,,0,0,428.027221679688,,0
15817-101-11-4,5,1,1.0,0,,0,0,428.027221679688,,0
15818-8-11-1,1,1,37.0,1,1.0,0,0,141.207855224609,6.0,0
15818-8-11-2,2,2,33.0,1,0.0,0,0,141.207855224609,4.0,0
15818-8-11-3,3,1,16.0,1,0.0,0,0,141.207855224609,5.0,0
15818-8-11-4,3,1,9.0,0,,0,0,141.207855224609,3.0,0
15818-8-11-5,3,1,2.0,0,,0,0,141.207855224609,,0
15818-43-11-1,1,2,34.0,1,0.0,1,1,141.207855224609,10.0,1
15818-43-11-2,2,1,44.0,1,0.0,0,1,141.207855224609,9.0,0
15818-43-11-3,3,2,9.0,0,,0,0,141.207855224609,3.0,0
15818-43-11-4,3,2,5.0,0,,0,0,141.207855224609,2.0,0
15818-67-11-1,1,2,66.0,1,0.0,1,0,141.207855224609,11.0,1
15818-67-11-2,3,2,42.0,1,0.0,1,0,141.207855224609,11.0,0
15818-67-11-3,5,2,20.0,1,0.0,1,0,141.207855224609,9.0,0
15818-67-11-4,11,2,87.0,1,0.0,0,0,141.207855224609,8.0,0
15818-91-11-1,1,1,62.0,1,1.0,0,0,141.207855224609,6.0,0
15818-91-11-2,2,2,59.0,1,1.0,1,0,141.207855224609,7.0,0
15818-91-11-3,3,1,23.0,1,0.0,0,0,141.207855224609,7.0,0
15819-10-11-1,1,2,81.0,1,0.0,0,0,326.1591796875,1.0,0
15819-20-11-1,1,2,45.0,1,1.0,0,0,326.1591796875,6.0,0
15819-20-11-2,3,1,21.0,1,0.0,0,0,326.1591796875,6.0,0
15819-20-11-3,3,2,13.0,0,,0,0,326.1591796875,5.0,0
15819-20-11-4,0, ,,0,,0,0,326.1591796875,,0
15819-30-11-1,1,1,49.0,1,0.0,1,1,326.1591796875,8.0,1
15819-30-11-2,2,2,48.0,1,0.0,0,1,326.1591796875,8.0,1
15819-30-11-3,3,1,23.0,1,0.0,0,0,326.1591796875,9.0,0
15819-30-11-4,3,1,18.0,1,0.0,0,0,326.1591796875,6.0,0
15819-30-11-5,3,1,10.0,0,,0,0,326.1591796875,3.0,0
15819-30-11-6,3,2,7.0,0,,0,0,326.1591796875,3.0,0
15819-41-11-1,1,2,33.0,1,1.0,0,0,326.1591796875,8.0,0
15819-41-11-2,11,1,28.0,1,1.0,1,0,326.1591796875,7.0,0
15819-51-11-1,1,2,61.0,1,1.0,0,0,326.1591796875,3.0,0
15819-51-11-2,2,1,59.0,1,1.0,0,0,326.1591796875,3.0,1
15819-51-11-3,3,1,28.0,1,1.0,1,0,326.1591796875,6.0,0
15819-51-11-4,3,2,18.0,1,1.0,1,1,326.1591796875,6.0,0
15819-51-11-5,3,1,21.0,1,0.0,0,0,326.1591796875,6.0,0
15819-51-11-6,4,2,20.0,1,1.0,1,0,326.1591796875,6.0,0
15819-51-11-7,3,1,23.0,1,1.0,1,1,326.1591796875,6.0,0
15819-51-11-8,4,2,23.0,1,1.0,0,0,326.1591796875,7.0,0
15819-82-11-1,1,2,56.0,1,0.0,0,1,326.1591796875,10.0,1
15819-82-11-2,2,1,54.0,1,0.0,0,1,326.1591796875,11.0,1
15819-82-11-3,3,2,20.0,1,0.0,0,0,326.1591796875,6.0,0
15821-14-11-1,1,2,77.0,1,1.0,0,0,205.901565551758,1.0,0
15821-33-11-1,1,1,67.0,1,0.0,0,0,205.901565551758,6.0,0
15821-33-11-2,3,1,44.0,1,1.0,0,0,205.901565551758,6.0,0
15821-33-11-3,3,1,35.0,0,,0,0,205.901565551758,,0
15821-90-11-1,1,1,54.0,1,1.0,1,1,205.901565551758,9.0,0
15821-90-11-2,2,2,44.0,1,0.0,1,1,205.901565551758,3.0,0
15821-90-11-3,3,1,25.0,1,1.0,1,1,205.901565551758,9.0,0
15821-90-11-4,3,1,17.0,1,0.0,0,0,205.901565551758,5.0,0
15821-90-11-5,3,2,10.0,0,,0,0,205.901565551758,3.0,0
15821-90-11-6,6,2,61.0,1,0.0,0,1,205.901565551758,1.0,0
15821-107-11-1,1,2,66.0,1,0.0,1,0,205.901565551758,8.0,0
15821-107-11-2,3,2,32.0,1,0.0,0,0,205.901565551758,10.0,1
15821-107-11-3,4,1,33.0,1,1.0,1,0,205.901565551758,10.0,0
15821-107-11-4,5,1,0.0,0,,0,0,205.901565551758,,1
15821-107-11-5,11,2,62.0,1,0.0,1,1,205.901565551758,8.0,0
15821-142-11-1,1,1,37.0,1,1.0,1,1,205.901565551758,7.0,1
15821-197-11-1,1,1,45.0,1,0.0,1,1,205.901565551758,11.0,1
15821-197-11-2,2,2,46.0,1,0.0,0,0,205.901565551758,10.0,0
15821-197-11-3,3,2,7.0,0,,0,0,205.901565551758,2.0,0
15822-14-11-1,1,1,41.0,1,0.0,1,0,326.1591796875,10.0,0
15822-14-11-2,2,2,31.0,1,1.0,1,0,326.1591796875,6.0,0
15822-14-11-3,3,1,12.0,0,,0,0,326.1591796875,4.0,0
15822-14-11-4,3,2,4.0,0,,0,0,326.1591796875,2.0,0
15822-40-11-1,1,2,63.0,1,1.0,1,0,326.1591796875,4.0,0
15822-40-11-2,2,1,82.0,1,0.0,0,0,326.1591796875,10.0,0
15822-40-11-3,3,2,20.0,1,1.0,1,0,326.1591796875,9.0,0
15822-62-11-1,1,2,35.0,1,1.0,1,1,326.1591796875,5.0,0
15822-62-11-2,3,1,15.0,1,1.0,0,0,326.1591796875,5.0,0
15822-62-11-3,3,2,10.0,0,,0,0,326.1591796875,3.0,0
15822-136-11-1,1,2,42.0,1,1.0,0,0,326.1591796875,5.0,0
15822-136-11-2,3,1,15.0,1,0.0,0,0,326.1591796875,5.0,0
15822-136-11-3,3,2,1.0,0,,0,0,326.1591796875,,0
15822-205-11-1,1,2,73.0,1,0.0,0,0,326.1591796875,4.0,0
15822-205-11-2,7,1,21.0,1,0.0,1,0,326.1591796875,9.0,0
15822-205-11-3,7,1,20.0,1,1.0,1,0,326.1591796875,9.0,0
15823-11-11-1,1,2,45.0,1,0.0,0,0,428.027221679688,10.0,0
15823-11-11-2,3,2,5.0,0,,0,0,428.027221679688,2.0,0
15823-11-11-3,3,2,16.0,0,,0,0,428.027221679688,,0
15823-22-11-1,1,1,44.0,1,0.0,1,1,428.027221679688,10.0,1
15823-47-11-1,1,2,40.0,1,0.0,1,0,428.027221679688,8.0,0
15823-47-11-2,2,1,42.0,1,0.0,1,1,428.027221679688,10.0,0
15823-47-11-3,3,1,13.0,0,,0,0,428.027221679688,4.0,0
15823-47-11-4,3,2,4.0,0,,0,0,428.027221679688,1.0,0
15823-59-11-1,1,1,64.0,1,0.0,0,1,428.027221679688,10.0,1
15823-59-11-2,2,2,54.0,1,0.0,0,0,428.027221679688,8.0,0
15823-59-11-3,3,2,32.0,1,0.0,1,1,428.027221679688,11.0,1
15823-59-11-4,3,1,11.0,0,,0,0,428.027221679688,3.0,0
15823-70-11-1,1,2,61.0,1,1.0,1,0,428.027221679688,3.0,0
15823-82-11-1,1,1,35.0,1,1.0,0,1,428.027221679688,5.0,0
15823-82-11-2,2,2,35.0,1,1.0,0,1,428.027221679688,4.0,0
15823-82-11-3,3,1,12.0,0,,0,0,428.027221679688,4.0,0
15823-82-11-4,3,2,4.0,0,,0,0,428.027221679688,1.0,0
15824-4-11-1,1,2,21.0,1,0.0,0,0,428.027221679688,6.0,0
15824-4-11-2,11,2,19.0,1,1.0,1,0,428.027221679688,6.0,0
15824-4-11-3,11,1,16.0,1,0.0,0,0,428.027221679688,5.0,0
15824-4-11-4,0, ,,0,,0,0,428.027221679688,,0
15824-4-11-5,0, ,,0,,0,0,428.027221679688,,0
15824-38-11-1,1,2,48.0,1,1.0,0,0,428.027221679688,9.0,0
15824-38-11-2,3,1,17.0,1,1.0,0,0,428.027221679688,6.0,0
15824-38-11-3,3,1,13.0,0,,0,0,428.027221679688,4.0,0
15824-38-11-4,0, ,,0,,0,0,428.027221679688,,0
15824-44-11-1,1,1,44.0,1,1.0,0,0,428.027221679688,5.0,0
15824-44-11-2,2,2,41.0,1,1.0,0,0,428.027221679688,1.0,0
15824-44-11-3,3,1,21.0,1,1.0,1,0,428.027221679688,6.0,0
15824-44-11-4,3,2,15.0,1,0.0,0,0,428.027221679688,5.0,0
15824-44-11-5,3,1,15.0,1,0.0,0,0,428.027221679688,5.0,0
15824-44-11-6,3,1,12.0,0,,0,0,428.027221679688,4.0,0
15824-44-11-7,3,2,22.0,1,1.0,1,0,428.027221679688,6.0,0
15824-44-11-8,5,1,4.0,0,,0,0,428.027221679688,2.0,0
15824-44-11-9,5,1,2.0,0,,0,0,428.027221679688,,0
15824-44-11-10,0, ,,0,,0,0,428.027221679688,,0
15824-57-11-1,1,1,56.0,1,1.0,0,0,428.027221679688,4.0,0
15834-2-11-1,1,1,67.0,1,1.0,0,0,428.027221679688,10.0,0
15834-2-11-2,2,2,65.0,1,1.0,0,0,428.027221679688,6.0,0
15834-15-11-1,1,1,37.0,1,1.0,0,0,428.027221679688,7.0,0
15834-15-11-2,2,2,35.0,1,0.0,0,0,428.027221679688,7.0,0
15834-15-11-3,3,2,7.0,0,,0,0,428.027221679688,3.0,0
15834-15-11-4,3,2,1.0,0,,0,0,428.027221679688,,0
15834-39-11-1,1,1,67.0,1,0.0,0,0,428.027221679688,6.0,0
15834-39-11-2,7,2,61.0,1,0.0,1,0,428.027221679688,6.0,0
15834-52-11-1,1,2,44.0,1,0.0,0,1,428.027221679688,11.0,1
15834-52-11-2,2,1,37.0,1,0.0,0,1,428.027221679688,8.0,0
15834-52-11-3,3,2,14.0,1,0.0,0,0,428.027221679688,5.0,0
15834-52-11-4,3,1,6.0,0,,0,0,428.027221679688,2.0,0
15834-64-11-1,1,2,84.0,1,0.0,0,0,428.027221679688,3.0,0
15834-76-11-1,1,1,56.0,1,1.0,0,0,428.027221679688,9.0,1
15834-76-11-2,3,1,21.0,1,1.0,1,0,428.027221679688,8.0,0
15847-3-11-1,1,1,53.0,1,0.0,1,1,207.465179443359,6.0,0
15847-3-11-2,2,2,49.0,1,1.0,1,1,207.465179443359,7.0,0
15847-3-11-3,3,1,13.0,0,,0,0,207.465179443359,5.0,0
15847-3-11-4,3,1,11.0,0,,0,0,207.465179443359,3.0,0
15847-3-11-5,5,2,3.0,0,,0,0,207.465179443359,2.0,0
15847-3-11-6,3,2,27.0,0,,0,0,207.465179443359,,0
15847-5-11-1,1,1,62.0,1,0.0,0,0,207.465179443359,6.0,0
15847-5-11-2,2,2,59.0,1,1.0,0,0,207.465179443359,6.0,0
15847-5-11-3,3,2,20.0,1,0.0,0,0,207.465179443359,4.0,0
15847-5-11-4,0, ,,0,,0,0,207.465179443359,,1
15847-5-11-5,0, ,,0,,0,0,207.465179443359,,0
15847-5-11-6,0, ,,0,,0,0,207.465179443359,,0
15847-34-11-1,1,2,36.0,1,0.0,1,1,207.465179443359,8.0,0
15847-34-11-2,2,1,35.0,1,0.0,1,0,207.465179443359,7.0,0
15847-34-11-3,3,1,7.0,0,,0,0,207.465179443359,3.0,0
15847-45-11-1,1,1,54.0,1,0.0,0,1,207.465179443359,8.0,0
15847-45-11-2,2,2,56.0,1,0.0,0,1,207.465179443359,10.0,0
15847-62-11-1,1,2,55.0,1,1.0,1,1,207.465179443359,6.0,0
15847-62-11-2,2,1,73.0,1,1.0,0,0,207.465179443359,3.0,0
15847-62-11-3,3,1,31.0,1,1.0,1,1,207.465179443359,9.0,0
15847-62-11-4,3,2,19.0,1,1.0,1,0,207.465179443359,7.0,0
15849-14-11-1,1,2,54.0,1,1.0,0,1,410.718353271484,6.0,1
15849-29-11-1,1,1,68.0,1,1.0,0,0,410.718353271484,3.0,0
15849-29-11-2,2,2,58.0,1,1.0,0,0,410.718353271484,3.0,0
15849-29-11-3,3,2,30.0,1,1.0,1,0,410.718353271484,8.0,0
15849-29-11-4,5,1,11.0,0,,0,0,410.718353271484,3.0,0
15849-83-11-1,1,1,67.0,1,1.0,0,1,410.718353271484,3.0,0
15849-83-11-2,2,2,54.0,1,1.0,0,0,410.718353271484,3.0,0
15849-83-11-3,3,1,14.0,1,1.0,0,0,410.718353271484,5.0,0
15849-101-11-1,1,2,48.0,1,0.0,0,1,410.718353271484,8.0,0
15849-101-11-2,2,1,51.0,1,0.0,0,0,410.718353271484,10.0,0
15849-101-11-3,3,2,19.0,1,0.0,0,0,410.718353271484,9.0,0
15849-101-11-4,3,1,13.0,0,,0,0,410.718353271484,4.0,0
15849-136-11-1,1,1,74.0,1,0.0,0,0,410.718353271484,4.0,0
15849-136-11-2,2,2,63.0,1,1.0,0,0,410.718353271484,3.0,0
15849-154-11-1,1,2,67.0,1,0.0,0,0,410.718353271484,1.0,0
15850-27-11-1,1,2,48.0,1,1.0,0,0,434.87890625,3.0,0
15850-27-11-2,3,1,10.0,0,,0,0,434.87890625,3.0,0
15850-27-11-3,0, ,,0,,0,0,434.87890625,,0
15850-38-11-1,1,1,34.0,1,1.0,0,0,434.87890625,6.0,0
15850-38-11-2,2,2,32.0,1,1.0,0,0,434.87890625,6.0,0
15850-94-11-1,1,1,37.0,1,0.0,0,0,434.87890625,4.0,0
15850-94-11-2,2,2,43.0,1,1.0,0,0,434.87890625,6.0,1
15850-94-11-3,3,2,17.0,1,0.0,0,0,434.87890625,6.0,0
15850-108-11-1,1,1,32.0,1,1.0,0,0,434.87890625,6.0,0
15850-108-11-2,2,2,37.0,1,1.0,0,1,434.87890625,3.0,0
15850-108-11-3,3,2,9.0,0,,0,0,434.87890625,3.0,0
15850-108-11-4,3,2,7.0,0,,0,0,434.87890625,3.0,0
15850-108-11-5,0, ,,0,,0,0,434.87890625,,0
15851-2-11-1,1,1,41.0,1,0.0,0,0,434.87890625,9.0,1
15851-2-11-2,2,2,28.0,1,1.0,0,0,434.87890625,6.0,1
15851-2-11-3,3,2,10.0,0,,0,0,434.87890625,3.0,0
15851-2-11-4,3,1,8.0,0,,0,0,434.87890625,3.0,0
15851-2-11-5,3,2,3.0,0,,0,0,434.87890625,1.0,0
15851-16-11-1,1,2,45.0,1,1.0,0,0,434.87890625,4.0,0
15851-16-11-2,3,2,20.0,1,0.0,0,0,434.87890625,8.0,0
15851-16-11-3,3,2,16.0,1,1.0,0,0,434.87890625,5.0,0
15851-16-11-4,4,1,20.0,1,1.0,1,0,434.87890625,6.0,0
15851-30-11-1,1,1,53.0,1,1.0,0,0,434.87890625,3.0,0
15851-30-11-2,2,2,50.0,1,1.0,0,0,434.87890625,3.0,0
15851-30-11-3,3,2,22.0,1,0.0,0,0,434.87890625,9.0,0
15851-30-11-4,3,2,14.0,1,1.0,0,0,434.87890625,5.0,0
15851-30-11-5,3,2,12.0,0,,0,0,434.87890625,4.0,0
15851-30-11-6,3,1,10.0,0,,0,0,434.87890625,3.0,0
15851-30-11-7,3,2,4.0,0,,0,0,434.87890625,2.0,0
15851-30-11-8,3,1,28.0,0,,0,0,434.87890625,,0
15851-44-11-1,1,1,52.0,1,1.0,0,0,434.87890625,3.0,0
15851-44-11-2,2,2,48.0,1,1.0,0,1,434.87890625,3.0,0
15851-44-11-3,3,2,13.0,0,,0,0,434.87890625,5.0,0
15851-44-11-4,3,1,13.0,0,,0,0,434.87890625,5.0,0
15851-44-11-5,3,1,9.0,0,,0,0,434.87890625,3.0,0
15851-71-11-1,1,1,63.0,1,1.0,0,0,434.87890625,3.0,0
15851-71-11-2,2,2,60.0,1,1.0,0,0,434.87890625,3.0,0
15851-85-11-1,1,1,47.0,1,1.0,0,1,434.87890625,3.0,0
15851-85-11-2,2,2,47.0,1,1.0,0,0,434.87890625,1.0,0
15851-85-11-3,3,1,7.0,0,,0,0,434.87890625,3.0,0
15851-85-11-4,3,2,24.0,1,1.0,0,0,434.87890625,6.0,0
15851-85-11-5,5,2,3.0,0,,0,0,434.87890625,1.0,0
15853-29-11-1,1,1,46.0,1,1.0,0,1,454.390563964844,6.0,0
15853-29-11-2,2,2,38.0,1,0.0,0,0,454.390563964844,6.0,0
15853-29-11-3,3,1,15.0,1,0.0,0,0,454.390563964844,5.0,0
15853-29-11-4,3,2,10.0,0,,0,0,454.390563964844,3.0,0
15853-29-11-5,3,1,4.0,0,,0,0,454.390563964844,2.0,0
15853-45-11-1,1,1,63.0,1,1.0,0,0,454.390563964844,3.0,0
15853-45-11-2,2,2,59.0,1,1.0,0,0,454.390563964844,1.0,0
15853-45-11-3,3,2,27.0,1,1.0,0,0,454.390563964844,5.0,1
15853-45-11-4,5,2,3.0,0,,0,0,454.390563964844,1.0,0
15853-45-11-5,5,2,11.0,0,,0,0,454.390563964844,3.0,0
15853-76-11-1,1,2,36.0,1,1.0,0,0,454.390563964844,3.0,1
15853-76-11-2,2,1,37.0,1,1.0,0,0,454.390563964844,3.0,0
15853-76-11-3,3,1,17.0,1,0.0,0,0,454.390563964844,5.0,0
15853-76-11-4,3,1,14.0,1,0.0,0,0,454.390563964844,5.0,0
15853-76-11-5,3,2,12.0,0,,0,0,454.390563964844,4.0,0
15853-76-11-6,3,2,11.0,0,,0,0,454.390563964844,3.0,0
15853-76-11-7,3,2,3.0,0,,0,0,454.390563964844,1.0,0
15853-107-11-1,1,1,43.0,1,1.0,0,0,454.390563964844,3.0,1
15853-107-11-2,2,2,53.0,1,1.0,0,0,454.390563964844,3.0,0
15853-107-11-3,3,2,16.0,1,1.0,0,0,454.390563964844,5.0,0
15853-107-11-4,3,2,11.0,0,,0,0,454.390563964844,3.0,0
15854-25-11-1,1,1,48.0,1,0.0,1,0,410.718353271484,6.0,0
15854-38-11-1,1,1,38.0,1,0.0,1,1,410.718353271484,7.0,0
15854-38-11-2,2,2,45.0,1,1.0,0,1,410.718353271484,5.0,0
15854-38-11-3,3,1,22.0,1,0.0,1,0,410.718353271484,6.0,0
15854-38-11-4,3,2,16.0,1,0.0,0,0,410.718353271484,5.0,0
15854-38-11-5,3,1,13.0,0,,0,0,410.718353271484,5.0,0
15854-38-11-6,3,1,9.0,0,,0,0,410.718353271484,3.0,0
15854-52-11-1,1,1,44.0,1,1.0,0,0,410.718353271484,6.0,0
15854-52-11-2,2,2,38.0,1,0.0,0,0,410.718353271484,6.0,0
15854-52-11-3,3,2,21.0,1,0.0,1,0,410.718353271484,9.0,0
15854-52-11-4,3,2,12.0,0,,0,0,410.718353271484,4.0,0
15854-79-11-1,1,1,50.0,1,0.0,0,0,410.718353271484,3.0,0
15854-79-11-2,2,2,56.0,1,0.0,1,0,410.718353271484,5.0,0
15854-79-11-3,3,1,16.0,1,0.0,0,0,410.718353271484,5.0,0
15854-91-11-1,1,1,45.0,1,0.0,1,1,410.718353271484,6.0,0
15854-91-11-2,2,2,41.0,1,1.0,1,0,410.718353271484,8.0,0
15854-91-11-3,3,1,11.0,0,,0,0,410.718353271484,3.0,0
15854-91-11-4,3,2,8.0,0,,0,0,410.718353271484,3.0,0
15855-29-11-1,1,2,56.0,1,0.0,0,0,207.465179443359,5.0,0
15855-29-11-2,3,1,31.0,1,1.0,1,0,207.465179443359,3.0,0
15855-29-11-3,3,1,16.0,1,1.0,0,0,207.465179443359,5.0,0
15855-45-11-1,1,2,82.0,1,0.0,0,0,207.465179443359,6.0,0
15855-91-11-1,1,1,64.0,1,1.0,0,0,207.465179443359,5.0,1
15855-91-11-2,7,1,35.0,1,1.0,1,0,207.465179443359,9.0,0
15855-121-11-1,1,2,55.0,1,1.0,1,1,207.465179443359,8.0,1
15855-121-11-2,3,2,13.0,0,,0,0,207.465179443359,5.0,0
15855-121-11-3,6,2,84.0,1,0.0,0,0,207.465179443359,3.0,0
15855-134-11-1,1,2,64.0,1,0.0,0,1,207.465179443359,11.0,1
15856-12-11-1,1,1,54.0,1,1.0,0,0,454.390563964844,4.0,0
15856-12-11-2,2,2,49.0,1,1.0,0,0,454.390563964844,3.0,0
15856-12-11-3,3,2,22.0,1,0.0,0,0,454.390563964844,8.0,0
15856-12-11-4,3,2,18.0,1,1.0,0,0,454.390563964844,6.0,0
15856-23-11-1,1,1,49.0,1,1.0,0,0,454.390563964844,6.0,0
15856-23-11-2,2,2,44.0,1,1.0,0,0,454.390563964844,4.0,0
15856-23-11-3,3,1,12.0,0,,0,0,454.390563964844,3.0,0
15856-23-11-4,3,1,3.0,0,,0,0,454.390563964844,1.0,0
15856-33-11-1,1,1,44.0,1,1.0,0,0,454.390563964844,6.0,0
15856-33-11-2,2,2,41.0,1,1.0,0,0,454.390563964844,6.0,0
15856-33-11-3,3,2,21.0,1,0.0,1,0,454.390563964844,7.0,0
15856-33-11-4,3,1,20.0,1,0.0,1,0,454.390563964844,7.0,0
15856-56-11-1,1,2,49.0,1,1.0,0,0,454.390563964844,5.0,0
15856-56-11-2,3,1,14.0,1,0.0,0,0,454.390563964844,5.0,0
15856-56-11-3,3,1,11.0,0,,0,0,454.390563964844,3.0,0
15856-56-11-4,3,2,8.0,0,,0,0,454.390563964844,3.0,0
15856-56-11-5,5,1,10.0,0,,0,0,454.390563964844,3.0,0
15856-56-11-6,5,1,6.0,0,,0,0,454.390563964844,2.0,0
15856-78-11-1,1,2,34.0,1,1.0,0,0,454.390563964844,6.0,1
15856-78-11-2,2,1,42.0,1,1.0,0,0,454.390563964844,3.0,1
15856-78-11-3,3,1,16.0,1,0.0,0,0,454.390563964844,5.0,0
15856-78-11-4,3,1,4.0,0,,0,0,454.390563964844,1.0,0
15857-16-11-1,1,1,54.0,1,1.0,0,1,428.027221679688,6.0,0
15857-16-11-2,2,2,47.0,1,1.0,0,1,428.027221679688,5.0,0
15857-34-11-1,1,1,35.0,1,1.0,0,0,428.027221679688,3.0,0
15857-34-11-2,2,2,34.0,1,1.0,0,0,428.027221679688,4.0,0
15857-50-11-1,1,1,43.0,1,1.0,0,0,428.027221679688,3.0,0
15857-50-11-2,2,2,40.0,1,1.0,0,0,428.027221679688,3.0,0
15857-50-11-3,3,1,21.0,1,1.0,0,0,428.027221679688,6.0,0
15857-50-11-4,3,1,16.0,1,1.0,0,0,428.027221679688,5.0,0
15857-50-11-5,3,2,13.0,0,,0,0,428.027221679688,5.0,0
15857-50-11-6,3,1,11.0,0,,0,0,428.027221679688,3.0,0
15857-50-11-7,3,2,8.0,0,,0,0,428.027221679688,3.0,0
15857-82-11-1,1,2,20.0,1,1.0,0,0,428.027221679688,5.0,0
15857-82-11-2,3,2,7.0,0,,0,0,428.027221679688,3.0,0
15857-98-11-1,1,1,48.0,1,1.0,0,0,428.027221679688,5.0,0
15857-98-11-2,2,2,47.0,1,1.0,0,0,428.027221679688,3.0,0
15857-98-11-3,3,1,24.0,1,1.0,0,0,428.027221679688,6.0,0
15857-98-11-4,3,1,16.0,1,1.0,0,0,428.027221679688,5.0,0
15857-98-11-5,3,2,14.0,1,0.0,0,0,428.027221679688,5.0,0
15857-129-11-1,1,1,48.0,1,1.0,0,0,428.027221679688,3.0,0
15857-129-11-2,2,2,43.0,1,1.0,0,0,428.027221679688,3.0,0
15857-129-11-3,3,2,18.0,1,0.0,0,0,428.027221679688,6.0,0
15863-16-11-1,1,1,77.0,1,1.0,0,0,335.275451660156,3.0,0
15863-16-11-2,2,2,80.0,1,1.0,0,0,335.275451660156,3.0,0
15863-131-11-1,1,2,50.0,1,0.0,0,1,335.275451660156,4.0,0
15863-131-11-2,3,2,16.0,1,0.0,0,0,335.275451660156,5.0,0
15863-151-11-1,1,1,75.0,1,1.0,0,0,335.275451660156,9.0,1
15863-151-11-2,0, ,,0,,0,0,335.275451660156,,0
15863-170-11-1,1,1,65.0,1,1.0,0,0,335.275451660156,3.0,0
15863-170-11-2,2,2,64.0,1,1.0,0,0,335.275451660156,3.0,0
15864-13-11-1,1,2,54.0,1,0.0,0,0,325.419006347656,1.0,0
15864-13-11-2,3,2,12.0,0,,0,0,325.419006347656,3.0,0
15864-13-11-3,0, ,,0,,0,0,325.419006347656,,0
15864-43-11-1,1,2,33.0,1,0.0,0,1,325.419006347656,6.0,0
15864-43-11-2,3,2,5.0,0,,0,0,325.419006347656,2.0,0
15864-43-11-3,3,2,1.0,0,,0,0,325.419006347656,,0
15864-57-11-1,1,1,57.0,1,1.0,0,0,325.419006347656,3.0,0
15864-57-11-2,2,2,39.0,1,1.0,0,0,325.419006347656,3.0,0
15864-57-11-3,3,1,22.0,1,0.0,0,0,325.419006347656,8.0,0
15864-57-11-4,3,2,12.0,0,,0,0,325.419006347656,3.0,0
15864-57-11-5,3,2,3.0,0,,0,0,325.419006347656,1.0,0
15864-57-11-6,0, ,,0,,0,0,325.419006347656,,0
15864-84-11-1,1,2,56.0,1,0.0,0,0,325.419006347656,3.0,0
15864-84-11-2,2,1,63.0,1,1.0,0,0,325.419006347656,5.0,0
15864-114-11-1,1,1,51.0,1,1.0,0,0,325.419006347656,6.0,0
15865-18-11-1,1,2,40.0,1,0.0,0,0,292.462097167969,4.0,0
15865-18-11-2,2,1,28.0,1,1.0,1,0,292.462097167969,6.0,0
15865-18-11-3,3,2,13.0,0,,0,0,292.462097167969,4.0,0
15865-18-11-4,3,2,1.0,0,,0,0,292.462097167969,,0
15865-34-11-1,1,1,50.0,1,1.0,0,0,292.462097167969,3.0,0
15865-34-11-2,2,2,49.0,1,1.0,0,0,292.462097167969,3.0,0
15865-34-11-3,3,1,26.0,1,1.0,0,1,292.462097167969,5.0,1
15865-34-11-4,3,2,10.0,0,,0,0,292.462097167969,3.0,0
15865-51-11-1,1,2,42.0,1,1.0,1,1,292.462097167969,6.0,1
15865-51-11-2,3,2,23.0,1,0.0,1,1,292.462097167969,8.0,1
15865-51-11-3,3,1,20.0,1,1.0,1,0,292.462097167969,7.0,1
15865-67-11-1,1,1,46.0,1,0.0,0,0,292.462097167969,6.0,1
15865-117-11-1,1,2,46.0,1,0.0,0,1,292.462097167969,8.0,1
15865-117-11-2,3,1,6.0,0,,0,0,292.462097167969,2.0,0
15865-117-11-3,10,1,52.0,0,,0,0,292.462097167969,,0
15882-17-11-1,1,1,82.0,1,1.0,0,0,179.438827514648,3.0,0
15882-17-11-2,2,2,70.0,1,1.0,1,0,179.438827514648,3.0,0
15882-18-11-1,1,2,29.0,1,1.0,0,0,179.438827514648,4.0,0
15882-18-11-2,2,1,34.0,1,1.0,0,0,179.438827514648,5.0,0
15882-18-11-3,3,2,12.0,0,,0,0,179.438827514648,4.0,0
15882-18-11-4,3,1,8.0,0,,0,0,179.438827514648,3.0,0
15882-18-11-5,3,2,2.0,0,,0,0,179.438827514648,,0
15882-19-11-1,1,1,58.0,1,0.0,0,0,179.438827514648,10.0,0
15882-19-11-2,2,2,48.0,1,1.0,0,1,179.438827514648,6.0,0
15882-19-11-3,3,1,20.0,1,1.0,1,0,179.438827514648,6.0,0
15882-19-11-4,3,1,14.0,1,1.0,0,0,179.438827514648,5.0,0
15882-19-11-5,3,1,10.0,0,,0,0,179.438827514648,3.0,0
15882-20-11-1,1,1,56.0,1,1.0,0,0,179.438827514648,4.0,0
15882-20-11-2,2,2,52.0,1,1.0,0,0,179.438827514648,3.0,0
15882-20-11-3,3,1,16.0,1,1.0,0,0,179.438827514648,5.0,0
15882-143-11-1,1,1,32.0,1,1.0,1,0,179.438827514648,5.0,0
15882-143-11-2,2,2,25.0,1,1.0,0,0,179.438827514648,4.0,0
15882-143-11-3,3,2,10.0,0,,0,0,179.438827514648,3.0,0
15882-143-11-4,3,2,5.0,0,,0,0,179.438827514648,2.0,0
15882-143-11-5,3,1,1.0,0,,0,0,179.438827514648,,0
15882-145-11-1,1,1,67.0,1,1.0,0,0,179.438827514648,3.0,0
