llave_persona,P203,P207,Edad,Ocupado,Informal,TenenciaBilletera,UsoBilletera,CreditoFormal_2024,FACTOR07,P301A,ESTRATO,DOMINIO,MIEPERHO,CONGLOME,CreditoFormal_2025,CreditoInformal_2025,P203_num,Ocupado_num,CreditoFormal_2024_num,CreditoFormal_2025_num,Informal_num,NuevoCredito
17734-82-11-1,1,2,41.0,1,1.0,0,0,0,558.744262695313,6.0,4,1,4,17734,0,0,1,1,0,0,1.0,0
17736-40-11-1,1,1,51.0,1,1.0,0,0,0,352.401550292969,4.0,5,1,3,17736,0,0,1,1,0,0,1.0,0
17736-54-11-1,1,1,44.0,1,1.0,1,1,0,352.401550292969,6.0,5,1,7,17736,0,0,1,1,0,0,1.0,0
17736-81-11-1,1,1,51.0,1,0.0,0,0,0,352.401550292969,5.0,5,1,2,17736,0,0,1,1,0,0,0.0,0
17736-94-11-1,1,1,68.0,1,1.0,0,0,0,352.401550292969,5.0,5,1,6,17736,0,0,1,1,0,0,1.0,0
17737-70-11-1,1,1,63.0,1,1.0,0,0,0,349.930969238281,5.0,5,1,1,17737,0,0,1,1,0,0,1.0,0
17737-85-11-1,1,1,63.0,1,0.0,0,0,0,349.930969238281,8.0,5,1,3,17737,0,0,1,1,0,0,0.0,0
17738-19-11-1,1,2,71.0,1,1.0,0,0,0,548.58251953125,6.0,4,1,1,17738,0,0,1,1,0,0,1.0,0
17739-110-11-1,1,1,63.0,1,1.0,0,0,0,507.973999023438,5.0,5,1,2,17739,0,0,1,1,0,0,1.0,0
17739-132-11-1,1,1,45.0,1,1.0,1,0,0,507.973999023438,6.0,5,1,3,17739,0,0,1,1,0,0,1.0,0
17739-155-11-1,1,1,53.0,1,1.0,0,0,0,507.973999023438,6.0,5,1,3,17739,0,0,1,1,0,0,1.0,0
17740-27-11-1,1,2,43.0,1,1.0,0,0,0,558.744262695313,4.0,5,1,5,17740,0,0,1,1,0,0,1.0,0
17740-59-11-1,1,1,49.0,1,1.0,0,0,0,558.744262695313,8.0,5,1,3,17740,0,0,1,1,0,0,1.0,0
17740-75-11-1,1,2,69.0,1,1.0,0,0,0,558.744262695313,1.0,5,1,4,17740,0,0,1,1,0,0,1.0,0
17740-108-11-1,1,1,65.0,1,0.0,0,0,0,558.744262695313,6.0,5,1,1,17740,0,0,1,1,0,0,0.0,0
17740-123-11-1,1,1,65.0,1,1.0,0,0,0,558.744262695313,1.0,5,1,3,17740,0,0,1,1,0,0,1.0,0
17741-2-11-1,1,1,40.0,1,0.0,1,1,0,353.312377929688,6.0,5,1,5,17741,0,0,1,1,0,0,0.0,0
17741-37-11-1,1,1,64.0,1,1.0,0,0,0,353.312377929688,6.0,5,1,5,17741,0,0,1,1,0,0,1.0,0
17741-48-11-1,1,1,76.0,1,1.0,0,0,0,353.312377929688,6.0,5,1,3,17741,0,0,1,1,0,0,1.0,0
17741-71-11-1,1,1,57.0,1,1.0,0,0,0,353.312377929688,5.0,5,1,7,17741,0,0,1,1,0,0,1.0,0
17742-3-11-1,1,1,52.0,1,0.0,1,1,0,535.580261230469,6.0,5,1,3,17742,0,0,1,1,0,0,0.0,0
17742-81-11-1,1,1,62.0,1,1.0,0,0,0,535.580261230469,6.0,5,1,4,17742,0,0,1,1,0,0,1.0,0
17743-28-11-1,1,1,47.0,1,1.0,0,0,0,352.401550292969,4.0,5,1,5,17743,0,1,1,1,0,0,1.0,0
17743-70-11-1,1,1,48.0,1,1.0,0,0,0,352.401550292969,4.0,5,1,5,17743,0,0,1,1,0,0,1.0,0
17743-85-11-1,1,1,48.0,1,1.0,0,0,0,352.401550292969,4.0,5,1,5,17743,0,0,1,1,0,0,1.0,0
17743-99-11-1,1,1,47.0,1,1.0,1,0,0,352.401550292969,6.0,5,1,7,17743,1,0,1,1,0,1,1.0,1
17744-3-11-1,1,1,49.0,1,1.0,0,0,0,349.930969238281,4.0,5,1,5,17744,0,0,1,1,0,0,1.0,0
17744-14-11-1,1,2,61.0,1,1.0,0,0,0,349.930969238281,3.0,5,1,2,17744,0,0,1,1,0,0,1.0,0
17745-8-11-1,1,1,40.0,1,1.0,1,0,0,398.294189453125,5.0,5,1,6,17745,0,0,1,1,0,0,1.0,0
17745-21-11-1,1,1,64.0,1,1.0,0,0,0,398.294189453125,3.0,5,1,10,17745,0,0,1,1,0,0,1.0,0
17745-35-11-1,1,2,44.0,1,1.0,0,0,0,398.294189453125,6.0,5,1,6,17745,0,0,1,1,0,0,1.0,0
17745-61-11-1,1,1,66.0,1,1.0,0,0,0,398.294189453125,4.0,5,1,11,17745,1,0,1,1,0,1,1.0,1
17745-74-11-1,1,1,69.0,1,1.0,0,0,0,398.294189453125,3.0,5,1,2,17745,0,0,1,1,0,0,1.0,0
17745-87-11-1,1,1,32.0,1,1.0,1,0,0,398.294189453125,6.0,5,1,6,17745,1,1,1,1,0,1,1.0,1
17773-81-11-1,1,1,67.0,1,1.0,0,0,0,211.832000732422,3.0,7,1,4,17773,0,0,1,1,0,0,1.0,0
17773-82-11-1,1,2,49.0,1,1.0,0,0,0,211.832000732422,4.0,7,1,2,17773,0,1,1,1,0,0,1.0,0
17773-83-11-1,1,1,70.0,1,1.0,0,0,0,211.832000732422,3.0,7,1,2,17773,0,1,1,1,0,0,1.0,0
17773-84-11-1,1,1,64.0,1,1.0,0,0,0,211.832000732422,4.0,7,1,3,17773,0,0,1,1,0,0,1.0,0
17773-211-11-1,1,1,68.0,1,1.0,1,0,0,211.832000732422,4.0,7,1,7,17773,0,0,1,1,0,0,1.0,0
17773-213-11-1,1,1,62.0,1,1.0,0,0,0,211.832000732422,4.0,7,1,1,17773,0,0,1,1,0,0,1.0,0
17773-217-11-1,1,2,52.0,1,1.0,0,0,0,211.832000732422,6.0,7,1,2,17773,0,0,1,1,0,0,1.0,0
17773-219-11-1,1,2,56.0,1,1.0,0,0,0,211.832000732422,3.0,7,1,2,17773,0,0,1,1,0,0,1.0,0
17774-209-11-1,1,1,71.0,1,1.0,0,0,0,203.965606689453,3.0,7,1,6,17774,0,0,1,1,0,0,1.0,0
17774-210-11-1,1,1,53.0,1,0.0,0,0,0,203.965606689453,4.0,7,1,6,17774,0,0,1,1,0,0,0.0,0
17774-211-11-1,1,2,50.0,1,1.0,0,0,0,203.965606689453,3.0,7,1,3,17774,0,0,1,1,0,0,1.0,0
17774-212-11-1,1,1,53.0,1,1.0,0,0,0,203.965606689453,5.0,7,1,5,17774,0,0,1,1,0,0,1.0,0
17774-558-11-1,1,1,64.0,1,0.0,0,0,0,203.965606689453,6.0,7,1,3,17774,0,0,1,1,0,0,0.0,0
17774-559-11-1,1,1,56.0,1,1.0,0,0,0,203.965606689453,6.0,7,1,5,17774,0,0,1,1,0,0,1.0,0
17774-560-11-1,1,1,72.0,1,1.0,0,0,0,203.965606689453,4.0,7,1,2,17774,0,0,1,1,0,0,1.0,0
17775-33-11-1,1,1,38.0,1,1.0,1,0,0,191.377868652344,6.0,8,1,4,17775,0,0,1,1,0,0,1.0,0
17775-35-11-1,1,1,35.0,1,1.0,0,0,0,191.377868652344,5.0,8,1,1,17775,0,0,1,1,0,0,1.0,0
17775-39-11-1,1,1,49.0,1,1.0,0,0,0,191.377868652344,5.0,8,1,5,17775,0,0,1,1,0,0,1.0,0
17775-81-11-1,1,1,43.0,1,1.0,1,0,0,191.377868652344,8.0,8,1,4,17775,0,0,1,1,0,0,1.0,0
17775-82-11-1,1,1,60.0,1,1.0,0,0,0,191.377868652344,3.0,8,1,2,17775,0,0,1,1,0,0,1.0,0
17775-83-11-1,1,1,40.0,1,1.0,0,0,0,191.377868652344,6.0,8,1,4,17775,0,0,1,1,0,0,1.0,0
17776-61-11-1,1,1,53.0,1,1.0,0,0,0,174.28466796875,5.0,7,1,4,17776,0,0,1,1,0,0,1.0,0
17776-62-11-1,1,2,27.0,1,1.0,0,0,0,174.28466796875,4.0,7,1,6,17776,1,0,1,1,0,1,1.0,1
17776-63-11-1,1,2,39.0,1,1.0,0,0,0,174.28466796875,4.0,7,1,6,17776,0,0,1,1,0,0,1.0,0
17776-64-11-1,1,1,58.0,1,1.0,0,0,0,174.28466796875,5.0,7,1,12,17776,0,0,1,1,0,0,1.0,0
17776-441-11-1,1,2,84.0,1,1.0,0,0,0,174.28466796875,3.0,7,1,10,17776,0,0,1,1,0,0,1.0,0
17776-442-12-1,1,2,60.0,1,1.0,0,0,0,174.28466796875,4.0,7,1,2,17776,1,0,1,1,0,1,1.0,1
17776-442-22-1,1,1,30.0,1,0.0,1,0,0,174.28466796875,10.0,7,1,3,17776,0,0,1,1,0,0,0.0,0
17776-443-11-1,1,1,53.0,1,1.0,0,0,0,174.28466796875,9.0,7,1,7,17776,0,0,1,1,0,0,1.0,0
17776-444-11-1,1,1,57.0,1,0.0,0,0,0,174.28466796875,3.0,7,1,10,17776,0,0,1,1,0,0,0.0,0
17777-125-11-1,1,1,40.0,1,1.0,0,0,0,211.832000732422,4.0,7,1,3,17777,0,0,1,1,0,0,1.0,0
17777-126-11-1,1,2,58.0,1,1.0,0,0,0,211.832000732422,5.0,7,1,2,17777,0,0,1,1,0,0,1.0,0
17777-127-11-1,1,1,36.0,1,0.0,0,0,0,211.832000732422,4.0,7,1,2,17777,0,0,1,1,0,0,0.0,0
17777-409-11-1,1,1,71.0,1,1.0,0,0,0,211.832000732422,4.0,7,1,4,17777,0,0,1,1,0,0,1.0,0
17777-410-11-1,1,1,26.0,1,1.0,1,1,0,211.832000732422,8.0,7,1,4,17777,0,0,1,1,0,0,1.0,0
17777-412-11-1,1,1,58.0,1,1.0,0,0,0,211.832000732422,4.0,7,1,3,17777,1,0,1,1,0,1,1.0,1
17778-17-11-1,1,2,46.0,1,1.0,0,0,0,191.377868652344,6.0,7,1,2,17778,0,0,1,1,0,0,1.0,0
17778-18-11-1,1,1,72.0,1,1.0,0,0,0,191.377868652344,3.0,7,1,2,17778,0,0,1,1,0,0,1.0,0
17778-19-11-1,1,1,45.0,1,0.0,1,0,0,191.377868652344,6.0,7,1,1,17778,0,0,1,1,0,0,0.0,0
17778-113-11-1,1,2,75.0,1,1.0,0,0,0,191.377868652344,1.0,7,1,1,17778,0,0,1,1,0,0,1.0,0
17778-114-11-1,1,1,60.0,1,0.0,1,0,0,191.377868652344,6.0,7,1,5,17778,0,0,1,1,0,0,0.0,0
17779-5-11-1,1,2,63.0,1,1.0,0,0,0,174.28466796875,1.0,7,1,2,17779,0,0,1,1,0,0,1.0,0
17779-6-11-1,1,1,50.0,1,1.0,0,0,0,174.28466796875,6.0,7,1,3,17779,0,0,1,1,0,0,1.0,0
17779-157-11-1,1,1,68.0,1,1.0,0,0,0,174.28466796875,4.0,7,1,1,17779,0,0,1,1,0,0,1.0,0
17779-161-11-1,1,1,58.0,1,1.0,0,0,0,174.28466796875,4.0,7,1,4,17779,0,0,1,1,0,0,1.0,0
17779-163-11-1,1,1,55.0,1,1.0,0,0,0,174.28466796875,8.0,7,1,4,17779,0,0,1,1,0,0,1.0,0
17780-17-11-1,1,1,58.0,1,1.0,0,0,0,191.377868652344,1.0,7,1,1,17780,0,0,1,1,0,0,1.0,0
17780-18-11-1,1,1,36.0,1,0.0,0,0,0,191.377868652344,7.0,7,1,5,17780,0,0,1,1,0,0,0.0,0
17780-20-11-1,1,1,28.0,1,0.0,1,1,0,191.377868652344,7.0,7,1,4,17780,0,0,1,1,0,0,0.0,0
17780-103-11-1,1,2,80.0,1,1.0,0,0,0,191.377868652344,1.0,7,1,2,17780,0,0,1,1,0,0,1.0,0
17802-52-11-1,1,1,77.0,1,0.0,1,0,0,628.049194335938,10.0,1,8,1,17802,0,0,1,1,0,0,0.0,0
17803-13-11-1,1,2,62.0,1,0.0,1,1,0,626.489501953125,10.0,1,8,3,17803,0,0,1,1,0,0,0.0,0
17803-25-11-1,1,1,57.0,1,0.0,1,0,0,626.489501953125,8.0,1,8,5,17803,1,0,1,1,0,1,0.0,1
17803-62-11-1,1,2,73.0,1,1.0,0,0,0,626.489501953125,6.0,1,8,5,17803,0,0,1,1,0,0,1.0,0
17815-5-11-1,1,1,63.0,1,0.0,0,0,0,806.669494628906,10.0,1,8,5,17815,1,0,1,1,0,1,0.0,1
17873-45-11-1,1,1,48.0,1,1.0,1,0,0,1996.37231445313,5.0,1,8,6,17873,0,0,1,1,0,0,1.0,0
17880-65-11-1,1,1,50.0,1,1.0,1,0,0,1180.98107910156,6.0,1,8,3,17880,1,0,1,1,0,1,1.0,1
17880-103-11-1,1,2,42.0,1,1.0,0,0,0,1180.98107910156,6.0,1,8,4,17880,1,0,1,1,0,1,1.0,1
17941-159-11-1,1,1,54.0,1,0.0,1,0,0,517.357238769531,6.0,1,8,3,17941,0,0,1,1,0,0,0.0,0
18021-4-11-1,1,1,50.0,1,0.0,0,0,0,1180.98107910156,6.0,1,8,3,18021,0,0,1,1,0,0,0.0,0
18021-15-11-1,1,1,60.0,1,1.0,0,0,0,1180.98107910156,7.0,1,8,3,18021,0,0,1,1,0,0,1.0,0
18021-57-11-1,1,1,81.0,1,1.0,0,0,0,1180.98107910156,10.0,1,8,2,18021,1,0,1,1,0,1,1.0,1
18169-81-11-1,1,1,49.0,1,0.0,0,0,0,423.391082763672,6.0,1,8,4,18169,1,0,1,1,0,1,0.0,1
18171-111-11-1,1,1,71.0,1,1.0,1,1,0,325.464172363281,8.0,1,8,2,18171,0,0,1,1,0,0,1.0,0
18172-30-11-1,1,1,56.0,1,0.0,1,1,0,519.626647949219,6.0,1,8,4,18172,1,0,1,1,0,1,0.0,1
18172-78-11-1,1,1,39.0,1,1.0,1,1,0,519.626647949219,8.0,1,8,3,18172,0,0,1,1,0,0,1.0,0
18173-5-11-1,1,1,74.0,1,1.0,1,0,0,369.471740722656,10.0,1,8,5,18173,0,0,1,1,0,0,1.0,0
18173-147-11-1,1,1,79.0,1,0.0,1,1,0,369.471740722656,11.0,1,8,4,18173,1,0,1,1,0,1,0.0,1
18177-145-11-1,1,1,63.0,1,1.0,1,1,0,528.211364746094,8.0,1,8,4,18177,0,0,1,1,0,0,1.0,0
18179-43-11-1,1,1,56.0,1,1.0,1,1,0,626.489501953125,6.0,1,8,1,18179,0,0,1,1,0,0,1.0,0
18181-27-11-1,1,2,59.0,1,0.0,0,0,0,582.683776855469,6.0,1,8,1,18181,0,0,1,1,0,0,0.0,0
18181-89-11-1,1,1,49.0,1,0.0,0,0,0,582.683776855469,10.0,1,8,4,18181,0,0,1,1,0,0,0.0,0
18182-202-11-1,1,2,41.0,1,0.0,1,1,0,582.683776855469,10.0,1,8,4,18182,0,0,1,1,0,0,0.0,0
18183-39-11-1,1,1,20.0,1,0.0,1,0,0,1497.27917480469,5.0,1,8,2,18183,0,0,1,1,0,0,0.0,0
18184-9-11-1,1,1,78.0,1,0.0,1,1,0,626.489501953125,4.0,1,8,4,18184,0,0,1,1,0,0,0.0,0
18185-1-11-1,1,2,66.0,1,0.0,0,0,0,628.049194335938,8.0,1,8,1,18185,0,0,1,1,0,0,0.0,0
18187-118-11-1,1,1,46.0,1,0.0,1,1,0,626.489501953125,11.0,1,8,4,18187,0,0,1,1,0,0,0.0,0
18188-94-11-1,1,2,55.0,1,1.0,0,0,0,605.002136230469,6.0,1,8,3,18188,0,0,1,1,0,0,1.0,0
18190-30-11-1,1,1,63.0,1,1.0,0,0,0,1751.19812011719,6.0,1,8,9,18190,0,0,1,1,0,0,1.0,0
18190-59-11-1,1,2,55.0,1,1.0,0,0,0,1751.19812011719,3.0,1,8,5,18190,0,0,1,1,0,0,1.0,0
18190-74-11-1,1,2,58.0,1,1.0,0,0,0,1751.19812011719,6.0,1,8,2,18190,1,0,1,1,0,1,1.0,1
18190-130-11-1,1,1,48.0,1,1.0,0,1,0,1751.19812011719,6.0,1,8,6,18190,0,0,1,1,0,0,1.0,0
18191-23-11-1,1,1,47.0,1,0.0,1,1,0,806.669494628906,8.0,1,8,6,18191,0,0,1,1,0,0,0.0,0
18191-39-11-1,1,1,58.0,1,1.0,0,0,0,806.669494628906,6.0,1,8,2,18191,0,0,1,1,0,0,1.0,0
18192-34-11-1,1,2,36.0,1,0.0,1,0,0,837.39892578125,9.0,1,8,4,18192,0,0,1,1,0,0,0.0,0
18192-81-11-1,1,2,47.0,1,0.0,1,1,0,837.39892578125,8.0,1,8,5,18192,0,1,1,1,0,0,0.0,0
18193-42-11-1,1,1,39.0,1,1.0,0,0,0,1722.59936523438,6.0,1,8,1,18193,0,0,1,1,0,0,1.0,0
18193-82-11-1,1,2,59.0,1,1.0,0,0,0,1722.59936523438,6.0,1,8,1,18193,0,0,1,1,0,0,1.0,0
18193-101-11-1,1,1,51.0,1,1.0,0,0,0,1722.59936523438,6.0,1,8,5,18193,0,0,1,1,0,0,1.0,0
18194-12-11-1,1,1,51.0,1,1.0,0,0,0,806.669494628906,4.0,1,8,3,18194,0,0,1,1,0,0,1.0,0
18194-33-11-1,1,1,63.0,1,1.0,0,0,0,806.669494628906,6.0,1,8,6,18194,0,0,1,1,0,0,1.0,0
18195-109-11-1,1,1,56.0,1,1.0,0,0,0,1722.59936523438,4.0,1,8,5,18195,0,0,1,1,0,0,1.0,0
18196-19-11-1,1,1,42.0,1,0.0,0,0,0,1801.72998046875,5.0,1,8,5,18196,0,0,1,1,0,0,0.0,0
18196-38-11-1,1,1,52.0,1,0.0,1,0,0,1801.72998046875,10.0,1,8,4,18196,0,0,1,1,0,0,0.0,0
18196-56-11-1,1,1,59.0,1,1.0,1,1,0,1801.72998046875,6.0,1,8,7,18196,0,0,1,1,0,0,1.0,0
18197-32-11-1,1,2,43.0,1,1.0,1,1,0,1801.72998046875,8.0,1,8,4,18197,0,0,1,1,0,0,1.0,0
18198-215-11-1,1,2,28.0,1,1.0,1,1,0,692.835510253906,6.0,1,8,4,18198,0,0,1,1,0,0,1.0,0
18198-237-11-1,1,1,40.0,1,1.0,1,1,0,692.835510253906,6.0,1,8,2,18198,0,0,1,1,0,0,1.0,0
18199-3-11-1,1,2,43.0,1,0.0,1,1,0,1801.72998046875,6.0,1,8,3,18199,0,0,1,1,0,0,0.0,0
18199-54-11-1,1,1,65.0,1,1.0,0,0,0,1801.72998046875,6.0,1,8,3,18199,0,0,1,1,0,0,1.0,0
18200-14-11-1,1,2,43.0,1,1.0,1,1,0,1751.19812011719,6.0,1,8,6,18200,0,0,1,1,0,0,1.0,0
18200-67-11-1,1,1,68.0,1,1.0,1,0,0,1751.19812011719,6.0,1,8,10,18200,0,0,1,1,0,0,1.0,0
18200-82-11-1,1,2,58.0,1,1.0,1,1,0,1751.19812011719,6.0,1,8,1,18200,0,0,1,1,0,0,1.0,0
18201-38-11-1,1,2,44.0,1,0.0,0,0,0,776.911682128906,6.0,1,8,5,18201,0,0,1,1,0,0,0.0,0
18201-61-11-1,1,1,38.0,1,0.0,1,0,0,776.911682128906,8.0,1,8,1,18201,1,0,1,1,0,1,0.0,1
18201-151-11-1,1,1,54.0,1,0.0,1,1,0,776.911682128906,6.0,1,8,6,18201,0,0,1,1,0,0,0.0,0
18202-14-11-1,1,2,38.0,1,1.0,0,0,0,1996.37231445313,6.0,1,8,5,18202,0,0,1,1,0,0,1.0,0
18202-31-11-1,1,2,67.0,1,0.0,0,0,0,1996.37231445313,6.0,1,8,2,18202,0,0,1,1,0,0,0.0,0
18202-82-11-1,1,1,44.0,1,1.0,1,0,0,1996.37231445313,6.0,1,8,4,18202,0,0,1,1,0,0,1.0,0
18203-185-11-1,1,2,50.0,1,1.0,1,1,0,776.911682128906,6.0,1,8,3,18203,0,0,1,1,0,0,1.0,0
18203-209-11-1,1,1,32.0,1,0.0,1,1,0,776.911682128906,6.0,1,8,3,18203,0,0,1,1,0,0,0.0,0
18204-14-11-1,1,1,62.0,1,0.0,0,0,0,1751.19812011719,6.0,1,8,4,18204,0,0,1,1,0,0,0.0,0
18204-114-11-1,1,1,50.0,1,0.0,0,0,0,1751.19812011719,5.0,1,8,5,18204,0,0,1,1,0,0,0.0,0
18205-22-11-1,1,1,50.0,1,1.0,1,0,0,1068.19885253906,5.0,1,8,8,18205,0,0,1,1,0,0,1.0,0
18205-36-11-1,1,1,68.0,1,1.0,1,0,0,1068.19885253906,6.0,1,8,4,18205,0,0,1,1,0,0,1.0,0
18205-65-11-1,1,1,50.0,1,1.0,1,1,0,1068.19885253906,3.0,1,8,1,18205,0,0,1,1,0,0,1.0,0
18206-24-11-1,1,2,42.0,1,1.0,1,1,0,1099.81896972656,4.0,1,8,6,18206,1,0,1,1,0,1,1.0,1
18206-64-11-1,1,1,27.0,1,1.0,0,0,0,1099.81896972656,6.0,1,8,7,18206,0,0,1,1,0,0,1.0,0
18206-84-11-1,1,1,65.0,1,1.0,0,0,0,1099.81896972656,5.0,1,8,6,18206,0,0,1,1,0,0,1.0,0
18206-100-11-1,1,1,47.0,1,0.0,1,0,0,1099.81896972656,6.0,1,8,7,18206,0,0,1,1,0,0,0.0,0
18207-5-11-1,1,1,59.0,1,1.0,0,0,0,1113.88488769531,6.0,1,8,9,18207,0,0,1,1,0,0,1.0,0
18207-19-11-1,1,1,53.0,1,0.0,0,0,0,1113.88488769531,6.0,1,8,5,18207,0,0,1,1,0,0,0.0,0
18207-47-11-1,1,1,36.0,1,0.0,1,0,0,1113.88488769531,6.0,1,8,4,18207,0,0,1,1,0,0,0.0,0
18207-61-11-1,1,1,34.0,1,1.0,0,0,0,1113.88488769531,9.0,1,8,3,18207,0,0,1,1,0,0,1.0,0
18207-76-11-1,1,1,54.0,1,1.0,1,0,0,1113.88488769531,3.0,1,8,5,18207,1,0,1,1,0,1,1.0,1
18207-90-11-1,1,2,27.0,1,1.0,1,1,0,1113.88488769531,8.0,1,8,3,18207,0,0,1,1,0,0,1.0,0
18208-24-11-1,1,1,26.0,1,1.0,1,0,0,1180.98107910156,5.0,1,8,3,18208,1,0,1,1,0,1,1.0,1
18208-103-11-1,1,1,47.0,1,1.0,0,0,0,1180.98107910156,6.0,1,8,3,18208,0,0,1,1,0,0,1.0,0
18209-95-11-1,1,2,24.0,1,0.0,1,0,0,1996.37231445313,8.0,1,8,2,18209,0,0,1,1,0,0,0.0,0
18211-7-11-1,1,1,62.0,1,1.0,1,0,0,1099.81896972656,4.0,1,8,3,18211,0,0,1,1,0,0,1.0,0
18211-18-11-1,1,1,53.0,1,1.0,1,1,0,1099.81896972656,6.0,1,8,4,18211,0,0,1,1,0,0,1.0,0
18212-44-11-1,1,1,30.0,1,1.0,1,1,0,1180.98107910156,6.0,1,8,3,18212,0,0,1,1,0,0,1.0,0
18212-61-11-1,1,1,58.0,1,1.0,0,0,0,1180.98107910156,3.0,1,8,3,18212,0,0,1,1,0,0,1.0,0
18213-84-11-1,1,1,71.0,1,1.0,0,0,0,1113.88488769531,3.0,1,8,1,18213,0,0,1,1,0,0,1.0,0
18213-130-11-1,1,2,49.0,1,1.0,1,1,0,1113.88488769531,6.0,1,8,3,18213,0,0,1,1,0,0,1.0,0
18214-42-11-1,1,1,62.0,1,1.0,0,0,0,1099.81896972656,4.0,1,8,2,18214,0,0,1,1,0,0,1.0,0
18214-75-11-1,1,1,43.0,1,1.0,0,0,0,1099.81896972656,4.0,1,8,4,18214,0,0,1,1,0,0,1.0,0
18215-16-11-1,1,1,58.0,1,1.0,0,0,0,1068.19885253906,6.0,1,8,4,18215,0,0,1,1,0,0,1.0,0
18215-66-11-1,1,1,56.0,1,1.0,0,0,0,1068.19885253906,6.0,1,8,3,18215,0,0,1,1,0,0,1.0,0
18215-83-11-1,1,2,49.0,1,1.0,0,0,0,1068.19885253906,6.0,1,8,5,18215,0,0,1,1,0,0,1.0,0
18215-99-11-1,1,1,57.0,1,1.0,0,0,0,1068.19885253906,5.0,1,8,2,18215,0,0,1,1,0,0,1.0,0
18217-65-11-1,1,2,36.0,1,0.0,0,0,0,582.683776855469,10.0,1,8,2,18217,0,0,1,1,0,0,0.0,0
18217-80-11-1,1,2,56.0,1,0.0,0,0,0,582.683776855469,6.0,1,8,4,18217,0,0,1,1,0,0,0.0,0
18217-121-11-1,1,1,72.0,1,0.0,1,1,0,582.683776855469,10.0,1,8,1,18217,0,0,1,1,0,0,0.0,0
18218-88-11-1,1,2,47.0,1,0.0,1,1,0,1497.27917480469,10.0,1,8,3,18218,1,0,1,1,0,1,0.0,1
18221-84-11-1,1,1,55.0,1,0.0,0,0,0,423.391082763672,10.0,1,8,1,18221,0,0,1,1,0,0,0.0,0
18222-29-11-1,1,2,77.0,1,1.0,0,0,0,1351.29748535156,8.0,1,8,3,18222,0,0,1,1,0,0,1.0,0
18223-109-11-1,1,2,28.0,1,1.0,1,1,0,626.489501953125,6.0,1,8,2,18223,0,0,1,1,0,0,1.0,0
18225-66-11-1,1,1,32.0,1,0.0,1,0,0,582.683776855469,10.0,1,8,1,18225,0,0,1,1,0,0,0.0,0
18226-13-11-1,1,1,23.0,1,0.0,1,0,0,1291.94946289063,7.0,1,8,3,18226,1,0,1,1,0,1,0.0,1
18226-50-11-1,1,1,56.0,1,1.0,0,0,0,1291.94946289063,4.0,1,8,4,18226,0,0,1,1,0,0,1.0,0
18226-88-11-1,1,2,60.0,1,1.0,0,0,0,1291.94946289063,6.0,1,8,1,18226,0,0,1,1,0,0,1.0,0
18226-143-11-1,1,1,71.0,1,1.0,1,1,0,1291.94946289063,6.0,1,8,2,18226,0,0,1,1,0,0,1.0,0
18226-181-11-1,1,2,57.0,1,1.0,1,0,0,1291.94946289063,6.0,1,8,1,18226,1,0,1,1,0,1,1.0,1
18228-16-11-1,1,2,60.0,1,1.0,0,0,0,626.489501953125,6.0,1,8,2,18228,0,0,1,1,0,0,1.0,0
18228-171-11-1,1,2,47.0,1,0.0,1,0,0,626.489501953125,10.0,1,8,1,18228,0,0,1,1,0,0,0.0,0
18229-26-11-1,1,2,66.0,1,1.0,1,1,0,605.002136230469,6.0,1,8,2,18229,0,0,1,1,0,0,1.0,0
18229-94-11-1,1,1,59.0,1,0.0,1,1,0,605.002136230469,10.0,1,8,3,18229,0,0,1,1,0,0,0.0,0
18229-144-11-1,1,1,59.0,1,0.0,1,1,0,605.002136230469,6.0,1,8,1,18229,0,0,1,1,0,0,0.0,0
18232-62-11-1,1,1,40.0,1,0.0,0,0,0,1313.39855957031,8.0,1,8,4,18232,1,0,1,1,0,1,0.0,1
18233-101-11-1,1,2,48.0,1,1.0,1,1,0,1291.94946289063,6.0,1,8,9,18233,0,0,1,1,0,0,1.0,0
18234-61-11-1,1,1,67.0,1,1.0,0,0,0,1497.27917480469,5.0,1,8,2,18234,0,0,1,1,0,0,1.0,0
18234-81-11-1,1,1,52.0,1,1.0,1,0,0,1497.27917480469,6.0,1,8,6,18234,0,0,1,1,0,0,1.0,0
18234-101-11-1,1,1,62.0,1,1.0,1,1,0,1497.27917480469,6.0,1,8,3,18234,1,0,1,1,0,1,1.0,1
18234-160-11-1,1,1,50.0,1,1.0,1,1,0,1497.27917480469,5.0,1,8,4,18234,0,0,1,1,0,0,1.0,0
18235-80-11-1,1,1,47.0,1,0.0,1,1,0,1113.884765625,10.0,1,8,2,18235,1,0,1,1,0,1,0.0,1
18235-98-11-1,1,1,36.0,1,0.0,1,1,0,1113.884765625,10.0,1,8,3,18235,0,0,1,1,0,0,0.0,0
18235-151-11-1,1,2,56.0,1,1.0,1,1,0,1113.884765625,6.0,1,8,5,18235,1,0,1,1,0,1,1.0,1
18236-107-11-1,1,2,41.0,1,1.0,1,0,0,369.471740722656,6.0,1,8,4,18236,0,0,1,1,0,0,1.0,0
18237-20-11-1,1,1,30.0,1,0.0,0,0,0,776.911682128906,9.0,1,8,1,18237,0,0,1,1,0,0,0.0,0
18237-34-11-1,1,1,57.0,1,1.0,1,1,0,776.911682128906,6.0,1,8,4,18237,0,0,1,1,0,0,1.0,0
